animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0985316,DOG,CHIHUAHUA SH,MAR,2017,2500,2,STRAY,3/18/17,TRANSFER,3/21/17,SCAN NO CHIP,SWEEP
A0969804,DOG,PIT BULL,DEC,2016,8704,4,STRAY,12/17/16,EUTHANIZED,12/17/16,SCAN NO CHIP,FIELD
A0992160,DOG,CHIHUAHUA SH,MAY,2017,20500,6,OWNER SURRENDER,5/5/17,ADOPTION,5/7/17,SCAN NO CHIP,OVER THE COUNTER
A1000951,DOG,GREAT PYRENEES,JUL,2017,NA,NA,LOST REPORT,7/6/17,LOST REPORT,7/17/17,UNABLE TO SCAN,OVER THE COUNTER
A1002912,CAT,DOMESTIC SH,JUL,2017,12601,9,STRAY,7/24/17,EUTHANIZED,7/24/17,SCAN NO CHIP,OVER THE COUNTER
A0970802,DOG,PIT BULL,DEC,2016,20200,8,STRAY,12/26/16,EUTHANIZED,1/5/17,SCAN NO CHIP,FIELD
A0914481,DOG,PIT BULL,MAY,2017,2500,2,CONFISCATED,5/16/17,RETURNED TO OWNER,5/26/17,UNABLE TO SCAN,FIELD
A0759414,DOG,CHIHUAHUA SH,MAR,2017,9202,5,STRAY,3/27/17,RETURNED TO OWNER,3/27/17,SCAN CHIP,FIELD
A0728877,DOG,GERM SHEPHERD,JAN,2017,12500,9,CONFISCATED,1/22/17,RETURNED TO OWNER,2/1/17,SCAN CHIP,FIELD
A0987297,CAT,DOMESTIC MH,APR,2017,4500,1,OWNER SURRENDER,4/3/17,TRANSFER,4/3/17,SCAN NO CHIP,OVER THE COUNTER
A0963454,CAT,DOMESTIC SH,NOV,2016,10000,6,FOSTER,11/17/16,TRANSFER,11/17/16,SCAN NO CHIP,OVER THE COUNTER
A1003464,DOG,CHIHUAHUA SH,JUL,2017,10500,6,STRAY,7/29/17,ADOPTION,8/9/17,SCAN NO CHIP,SWEEP
A0964930,DOG,CHIHUAHUA SH,NOV,2016,10701,6,OWNER SURRENDER,11/14/16,ADOPTION,11/18/16,SCAN NO CHIP,OVER THE COUNTER
A0993546,CAT,DOMESTIC SH,MAY,2017,11103,3,STRAY,5/15/17,TRANSFER,5/21/17,SCAN NO CHIP,OVER THE COUNTER
A0961350,DOG,CHIHUAHUA SH,OCT,2016,16521,3,OWNER SURRENDER,10/24/16,ADOPTION,10/26/16,SCAN NO CHIP,OVER THE COUNTER
A0961186,DOG,GOLDEN RETR,OCT,2016,6800,1,OWNER SURRENDER,10/23/16,EUTHANIZED,10/23/16,SCAN NO CHIP,OVER THE COUNTER
A1004030,CAT,DOMESTIC SH,AUG,2017,11105,8,OWNER SURRENDER,8/3/17,TRANSFER,8/16/17,SCAN NO CHIP,OVER THE COUNTER
A1006756,DOG,CHINESE SHARPEI,AUG,2017,11900,5,STRAY,8/29/17,TRANSFER,9/11/17,SCAN NO CHIP,FIELD
A0969130,DOG,COLLIE SMOOTH,DEC,2016,5700,4,STRAY,12/11/16,ADOPTION,12/21/16,SCAN NO CHIP,FIELD
A0969581,DOG,BLACK MOUTH CUR,FEB,2017,5100,1,STRAY,2/23/17,EUTHANIZED,2/26/17,SCAN CHIP,FIELD
A0992819,DOG,PIT BULL,MAY,2017,11001,3,OWNER SURRENDER,5/10/17,EUTHANIZED,5/10/17,SCAN NO CHIP,OVER THE COUNTER
A1004189,DOG,GOLDEN RETR,AUG,2017,75223,23,FOUND REPORT,8/5/17,FOUND REPORT,8/16/17,UNABLE TO SCAN,OVER THE COUNTER
A0979643,DOG,LABRADOR RETR,FEB,2017,NA,NA,FOUND REPORT,2/6/17,FOUND REPORT,2/18/17,UNABLE TO SCAN,OVER THE COUNTER
A0991190,DOG,MALTESE,APR,2017,19035,10,CONFISCATED,4/28/17,RETURNED TO OWNER,5/9/17,SCAN CHIP,FIELD
A0957903,DOG,MALTESE,OCT,2016,11002,4,OWNER SURRENDER,10/2/16,ADOPTION,10/8/16,SCAN NO CHIP,OVER THE COUNTER
A0979923,DOG,PEKINGESE,FEB,2017,10703,3,STRAY,2/7/17,RETURNED TO OWNER,2/8/17,SCAN NO CHIP,OVER THE COUNTER
A0960710,WILDLIFE,RABBIT SH,OCT,2016,13500,13,STRAY,10/20/16,EUTHANIZED,10/27/16,UNABLE TO SCAN,OVER THE COUNTER
A0961073,DOG,CHIHUAHUA SH,OCT,2016,11701,5,STRAY,10/22/16,RETURNED TO OWNER,10/24/16,SCAN NO CHIP,FIELD
A1003930,DOG,SHIH TZU,AUG,2017,9000,5,STRAY,8/2/17,ADOPTION,8/7/17,SCAN NO CHIP,OVER THE COUNTER
A1007034,DOG,CHIHUAHUA SH,AUG,2017,7201,6,STRAY,8/31/17,ADOPTION,9/5/17,SCAN NO CHIP,FIELD
A1001069,DOG,GERM SHEPHERD,JUL,2017,2701,7,OWNER SURRENDER,7/7/17,EUTHANIZED,7/7/17,SCAN NO CHIP,SWEEP
A0984029,WILDLIFE,OPOSSUM,MAR,2017,10000,6,WILDLIFE,3/9/17,EUTHANIZED,3/9/17,SCAN NO CHIP,FIELD
A0970380,DOG,SC WHEAT TERR,DEC,2016,20500,6,STRAY,12/21/16,TRANSFER,12/28/16,SCAN NO CHIP,OVER THE COUNTER
A1009554,DOG,GERM SHEPHERD,SEP,2017,2701,7,STRAY,9/27/17,OTHER,NA,SCAN NO CHIP,FIELD
A0958824,DOG,BOXER,OCT,2016,11800,5,STRAY,10/7/16,TRANSFER,11/2/16,SCAN NO CHIP,FIELD
A0998782,DOG,GERM SHEPHERD,JUN,2017,9000,5,STRAY,6/16/17,RETURNED TO OWNER,6/16/17,SCAN NO CHIP,SWEEP
A0988731,CAT,DOMESTIC SH,JUN,2017,20500,6,FOSTER,6/10/17,EUTHANIZED,6/10/17,SCAN NO CHIP,OVER THE COUNTER
A0979982,DOG,SHIH TZU,FEB,2017,20500,6,STRAY,2/7/17,TRANSFER,2/18/17,SCAN NO CHIP,OVER THE COUNTER
A0963405,CAT,DOMESTIC SH,NOV,2016,13004,10,STRAY,11/6/16,ADOPTION,11/10/16,SCAN NO CHIP,FIELD
A0989742,DOG,CHIHUAHUA SH,APR,2017,10601,6,STRAY,4/19/17,TRANSFER,5/10/17,SCAN NO CHIP,SWEEP
A0977689,DOG,LABRADOR RETR,JAN,2017,8900,4,STRAY,1/30/17,TRANSFER,2/9/17,SCAN NO CHIP,SWEEP
A0993511,DOG,ALASKAN HUSKY,MAY,2017,12207,7,STRAY,5/15/17,RETURNED TO OWNER,5/24/17,SCAN CHIP,FIELD
A0963111,DOG,AMERICAN STAFF,NOV,2016,21616,12,OWNER SURRENDER,11/4/16,TRANSFER,11/16/16,SCAN NO CHIP,OVER THE COUNTER
A1008474,CAT,DOMESTIC SH,SEP,2017,5500,4,OWNER SURRENDER,9/14/17,ADOPTION,9/16/17,SCAN NO CHIP,OVER THE COUNTER
A1005847,DOG,GERM SHEPHERD,AUG,2017,9303,5,STRAY,8/20/17,EUTHANIZED,8/31/17,SCAN NO CHIP,SWEEP
A0970567,DOG,RAT TERRIER,DEC,2016,5000,1,STRAY,12/22/16,ADOPTION,12/27/16,SCAN NO CHIP,OVER THE COUNTER
A0999879,DOG,SCHNAUZER MIN,JUN,2017,6301,4,STRAY,6/27/17,RETURNED TO OWNER,6/27/17,SCAN NO CHIP,SWEEP
A0983559,DOG,PIT BULL,MAR,2017,8500,5,STRAY,3/5/17,EUTHANIZED,3/5/17,SCAN NO CHIP,OVER THE COUNTER
A0992387,CAT,DOMESTIC MH,MAY,2017,17004,8,STRAY,5/7/17,ADOPTION,5/16/17,SCAN NO CHIP,OVER THE COUNTER
A0983625,DOG,PIT BULL,MAR,2017,16511,3,STRAY,3/6/17,DEAD ON ARRIVAL,3/13/17,SCAN NO CHIP,FIELD
A0988949,DOG,GERM SHEPHERD,APR,2017,11602,8,STRAY,4/13/17,ADOPTION,4/17/17,SCAN NO CHIP,FIELD
A1005522,DOG,SHIH TZU,AUG,2017,10804,3,STRAY,8/16/17,TRANSFER,8/26/17,SCAN CHIP,FIELD
A1002411,CAT,DOMESTIC SH,JUL,2017,11103,3,STRAY,7/19/17,EUTHANIZED,7/22/17,UNABLE TO SCAN,OVER THE COUNTER
A1006312,DOG,MALTESE,AUG,2017,11601,8,STRAY,8/25/17,ADOPTION,8/25/17,SCAN CHIP,OVER THE COUNTER
A0957006,DOG,CHIHUAHUA SH,NOV,2016,5500,4,OWNER SURRENDER,11/5/16,EUTHANIZED,11/5/16,SCAN CHIP,OVER THE COUNTER
A0911548,DOG,LABRADOR RETR,OCT,2016,8802,4,OWNER SURRENDER,10/1/16,TRANSFER,10/27/16,SCAN CHIP,OVER THE COUNTER
A0986278,DOG,PIT BULL,MAR,2017,9201,5,OWNER SURRENDER,3/25/17,DIED,3/25/17,SCAN NO CHIP,FIELD
A0959002,DOG,TOY FOX TERRIER,OCT,2016,9103,5,STRAY,10/7/16,ADOPTION,10/12/16,SCAN NO CHIP,FIELD
A1002172,CAT,DOMESTIC SH,JUL,2017,9804,6,STRAY,7/17/17,ADOPTION,8/2/17,SCAN NO CHIP,OVER THE COUNTER
A1001422,DOG,AMERICAN STAFF,JUL,2017,11101,8,STRAY,7/10/17,ADOPTION,7/30/17,SCAN NO CHIP,FIELD
A0995825,DOG,GERM SHEPHERD,MAY,2017,5600,4,STRAY,5/28/17,ADOPTION,6/6/17,SCAN NO CHIP,FIELD
A0966434,CAT,DOMESTIC SH,NOV,2016,20200,8,OWNER SURRENDER,11/25/16,EUTHANIZED,11/25/16,SCAN NO CHIP,OVER THE COUNTER
A0793197,DOG,ENG BULLDOG,APR,2017,3800,7,STRAY,4/25/17,RETURNED TO OWNER,4/25/17,SCAN NO CHIP,FIELD
A0997288,DOG,PIT BULL,JUN,2017,8704,3,STRAY,6/6/17,ADOPTION,6/12/17,SCAN NO CHIP,FIELD
A0945565,DOG,GERM SHEPHERD,NOV,2016,12000,7,STRAY,11/13/16,ADOPTION,11/27/16,SCAN CHIP,FIELD
A0984963,DOG,PIT BULL,MAR,2017,12500,9,CONFISCATED,3/15/17,EUTHANIZED,3/26/17,SCAN NO CHIP,FIELD
A0959972,DOG,LABRADOR RETR,OCT,2016,5700,4,STRAY,10/14/16,RETURNED TO OWNER,10/14/16,SCAN NO CHIP,FIELD
A1003412,DOG,YORKSHIRE TERR,JUL,2017,12000,7,STRAY,7/29/17,TRANSFER,8/2/17,SCAN NO CHIP,FIELD
A0963691,DOG,COCKER SPAN,NOV,2016,10101,6,STRAY,11/7/16,TRANSFER,11/11/16,SCAN NO CHIP,FIELD
A0964633,CAT,DOMESTIC SH,NOV,2016,11103,3,STRAY,11/11/16,EUTHANIZED,11/11/16,SCAN NO CHIP,OVER THE COUNTER
A0973460,DOG,AMER BULLDOG,JAN,2017,6302,1,CONFISCATED,1/13/17,RETURNED TO OWNER,1/24/17,SCAN CHIP,FIELD
A0979452,DOG,PIT BULL,FEB,2017,13610,11,STRAY,2/4/17,TRANSFER,2/8/17,SCAN NO CHIP,FIELD
A1002628,DOG,BORDER COLLIE,JUL,2017,17102,8,STRAY,7/21/17,ADOPTION,8/1/17,SCAN CHIP,OVER THE COUNTER
A0963899,DOG,CATAHOULA,NOV,2016,9202,5,CONFISCATED,11/8/16,TRANSFER,11/22/16,SCAN NO CHIP,FIELD
A0964717,DOG,LABRADOR RETR,DEC,2016,13605,12,OWNER SURRENDER,12/9/16,ADOPTION,12/10/16,SCAN CHIP,OVER THE COUNTER
A0996061,CAT,DOMESTIC SH,MAY,2017,20500,6,STRAY,5/30/17,TRANSFER,6/3/17,SCAN NO CHIP,OVER THE COUNTER
A1000432,DOG,STAFFORDSHIRE,JUL,2017,11103,3,STRAY,7/1/17,ADOPTION,7/7/17,SCAN NO CHIP,FIELD
A0992469,DOG,GERM SHEPHERD,MAY,2017,10701,6,CONFISCATED,5/8/17,TRANSFER,5/26/17,SCAN NO CHIP,FIELD
A0950158,DOG,CHIHUAHUA SH,FEB,2017,10500,6,STRAY,2/1/17,EUTHANIZED,2/25/17,SCAN CHIP,OVER THE COUNTER
A0948689,DOG,CHIHUAHUA LH,DEC,2016,12701,9,OWNER SURRENDER,12/20/16,ADOPTION,12/22/16,SCAN CHIP,OVER THE COUNTER
A0981444,DOG,BORDER COLLIE,FEB,2017,9303,5,STRAY,2/16/17,ADOPTION,2/21/17,UNABLE TO SCAN,FIELD
A0991155,DOG,GERM SHEPHERD,AUG,2017,10602,6,CONFISCATED,8/17/17,RETURNED TO OWNER,8/29/17,SCAN NO CHIP,FIELD
A0995901,WILDLIFE,OPOSSUM,MAY,2017,19034,10,WILDLIFE,5/30/17,WILDLIFE,5/30/17,SCAN NO CHIP,FIELD
A0995694,DOG,BORDER COLLIE,MAY,2017,11800,5,OWNER SURRENDER,5/27/17,ADOPTION,6/3/17,SCAN NO CHIP,OVER THE COUNTER
A1005651,DOG,SIBERIAN HUSKY,AUG,2017,12800,9,STRAY,8/17/17,ADOPTION,8/23/17,SCAN NO CHIP,FIELD
A1009756,DOG,GERM SHEPHERD,SEP,2017,7815,13,OWNER SURRENDER,9/28/17,TRANSFER,10/5/17,SCAN NO CHIP,OVER THE COUNTER
A1004382,CAT,DOMESTIC SH,AUG,2017,8802,4,STRAY,8/7/17,DIED,8/9/17,SCAN NO CHIP,OVER THE COUNTER
A0966501,DOG,LABRADOR RETR,NOV,2016,3902,7,STRAY,11/26/16,TRANSFER,12/9/16,SCAN NO CHIP,FIELD
A0864526,CAT,DOMESTIC SH,APR,2017,9401,2,OWNER SURRENDER,4/25/17,ADOPTION,4/29/17,SCAN CHIP,OVER THE COUNTER
A0917497,DOG,LABRADOR RETR,JUN,2017,12900,9,OWNER SURRENDER,6/6/17,RETURNED TO OWNER,6/9/17,SCAN CHIP,OVER THE COUNTER
A0583668,DOG,ALASKAN HUSKY,JUL,2017,20500,6,OWNER SURRENDER,7/5/17,ADOPTION,7/7/17,SCAN CHIP,OVER THE COUNTER
A0964231,DOG,POODLE MIN,NOV,2016,8400,7,STRAY,11/9/16,RETURNED TO OWNER,11/11/16,SCAN NO CHIP,SWEEP
A0988219,DOG,AUST CATTLE DOG,APR,2017,12000,7,OWNER SURRENDER,4/9/17,TRANSFER,4/14/17,SCAN NO CHIP,OVER THE COUNTER
A1000040,DOG,CHIHUAHUA SH,JUN,2017,6402,1,STRAY,6/28/17,RETURNED TO OWNER,6/28/17,SCAN NO CHIP,SWEEP
A1008652,DOG,POODLE STND,SEP,2017,7102,2,STRAY,9/16/17,RETURNED TO OWNER,9/16/17,SCAN NO CHIP,SWEEP
A1000181,CAT,DOMESTIC SH,JUN,2017,10804,3,STRAY,6/29/17,TRANSFER,6/30/17,SCAN NO CHIP,OVER THE COUNTER
A0968237,CAT,DOMESTIC SH,DEC,2016,2100,14,STRAY,12/6/16,EUTHANIZED,12/6/16,SCAN NO CHIP,OVER THE COUNTER
A0964785,DOG,PIT BULL,NOV,2016,11900,5,STRAY,11/13/16,EUTHANIZED,11/13/16,SCAN NO CHIP,FIELD
A0971582,DOG,PIT BULL,DEC,2016,11401,8,OWNER SURRENDER,12/30/16,EUTHANIZED,12/31/16,SCAN NO CHIP,FIELD
A1006577,DOG,SCOT TERRIER,AUG,2017,5300,1,STRAY,8/28/17,TRANSFER,8/28/17,SCAN NO CHIP,OVER THE COUNTER
A0969869,CAT,DOMESTIC SH,DEC,2016,7804,10,STRAY,12/17/16,ADOPTION,12/23/16,SCAN NO CHIP,OVER THE COUNTER
A0981904,DOG,GERM SHEPHERD,FEB,2017,10704,3,STRAY,2/20/17,ADOPTION,2/24/17,SCAN NO CHIP,OVER THE COUNTER
A0972642,DOG,PIT BULL,JAN,2017,75204,4,LOST REPORT,1/9/17,LOST REPORT,1/21/17,UNABLE TO SCAN,OVER THE COUNTER
A0965917,DOG,PIT BULL,NOV,2016,10000,6,CONFISCATED,11/21/16,EUTHANIZED,11/29/16,SCAN NO CHIP,FIELD
A0981324,DOG,CHIHUAHUA LH,FEB,2017,10102,6,OWNER SURRENDER,2/15/17,ADOPTION,2/19/17,SCAN NO CHIP,FIELD
A0960062,DOG,PIT BULL,OCT,2016,3400,7,STRAY,10/15/16,EUTHANIZED,10/15/16,SCAN NO CHIP,FIELD
A1002790,WILDLIFE,RABBIT SH,JUL,2017,11500,7,STRAY,7/23/17,ADOPTION,7/30/17,SCAN NO CHIP,OVER THE COUNTER
A0879123,DOG,ALASKAN HUSKY,JUL,2017,20500,6,OWNER SURRENDER,7/3/17,ADOPTION,7/23/17,SCAN CHIP,OVER THE COUNTER
A0973831,DOG,CHIHUAHUA SH,JAN,2017,11800,5,STRAY,1/18/17,ADOPTION,1/24/17,SCAN NO CHIP,FIELD
A1001183,DOG,LABRADOR RETR,JUL,2017,17004,8,STRAY,7/8/17,EUTHANIZED,7/12/17,SCAN NO CHIP,OVER THE COUNTER
A0986586,DOG,PIT BULL,MAR,2017,4300,6,CONFISCATED,3/28/17,ADOPTION,4/23/17,SCAN NO CHIP,FIELD
A0980266,CAT,DOMESTIC SH,FEB,2017,6700,3,STRAY,2/8/17,ADOPTION,2/14/17,UNABLE TO SCAN,OVER THE COUNTER
A0893646,DOG,LABRADOR RETR,FEB,2017,5200,1,STRAY,2/15/17,RETURNED TO OWNER,2/18/17,SCAN CHIP,OVER THE COUNTER
A0969126,DOG,PIT BULL,MAR,2017,10701,6,STRAY,3/16/17,EUTHANIZED,3/28/17,SCAN CHIP,FIELD
A0992013,CAT,DOMESTIC SH,MAY,2017,17102,8,OWNER SURRENDER,5/3/17,EUTHANIZED,5/4/17,SCAN NO CHIP,FIELD
A0997857,DOG,CHIHUAHUA SH,JUN,2017,11104,8,OWNER SURRENDER,6/9/17,EUTHANIZED,6/12/17,SCAN NO CHIP,OVER THE COUNTER
A0965228,DOG,PIT BULL,NOV,2016,20500,6,OWNER SURRENDER,11/16/16,DEAD ON ARRIVAL,11/16/16,SCAN NO CHIP,OVER THE COUNTER
A0962237,DOG,ROTTWEILER,OCT,2016,9803,6,OWNER SURRENDER,10/30/16,EUTHANIZED,10/30/16,SCAN NO CHIP,OVER THE COUNTER
A0905080,DOG,CHIHUAHUA SH,OCT,2016,20500,6,FOSTER,10/3/16,TRANSFER,10/3/16,SCAN NO CHIP,OVER THE COUNTER
A0986778,DOG,PIT BULL,MAR,2017,5000,1,OWNER SURRENDER,3/29/17,ADOPTION,4/22/17,SCAN NO CHIP,OVER THE COUNTER
A1008948,DOG,LABRADOR RETR,SEP,2017,19035,10,STRAY,9/20/17,RETURNED TO OWNER,9/20/17,SCAN NO CHIP,FIELD
A0974396,DOG,LABRADOR RETR,JAN,2017,11701,5,STRAY,1/20/17,EUTHANIZED,1/25/17,UNABLE TO SCAN,FIELD
A1006820,DOG,LABRADOR RETR,AUG,2017,11701,5,OWNER SURRENDER,8/30/17,ADOPTION,9/14/17,SCAN NO CHIP,FIELD
A0964861,DOG,PIT BULL,NOV,2016,12400,9,OWNER SURRENDER,11/14/16,RETURNED TO OWNER,11/29/16,SCAN NO CHIP,OVER THE COUNTER
A0910812,DOG,CHIHUAHUA SH,JAN,2017,20500,6,OWNER SURRENDER,1/8/17,ADOPTION,1/10/17,SCAN CHIP,OVER THE COUNTER
A0997672,DOG,RAT TERRIER,JUN,2017,6402,1,STRAY,6/8/17,TRANSFER,6/18/17,SCAN NO CHIP,OVER THE COUNTER
A0990603,CAT,DOMESTIC SH,APR,2017,11200,3,STRAY,4/25/17,TRANSFER,5/5/17,UNABLE TO SCAN,FIELD
A0999159,DOG,PIT BULL,JUN,2017,16511,3,STRAY,6/20/17,EUTHANIZED,6/24/17,UNABLE TO SCAN,FIELD
A1002978,DOG,PIT BULL,JUL,2017,3700,7,CONFISCATED,7/24/17,EUTHANIZED,8/7/17,SCAN NO CHIP,FIELD
A0989192,CAT,DOMESTIC SH,APR,2017,406,2,STRAY,4/14/17,EUTHANIZED,4/16/17,SCAN NO CHIP,OVER THE COUNTER
A0967739,CAT,SIAMESE,DEC,2016,11001,3,OWNER SURRENDER,12/4/16,ADOPTION,12/4/16,SCAN NO CHIP,OVER THE COUNTER
A0969344,DOG,GERM SHEPHERD,DEC,2016,10602,6,STRAY,12/12/16,EUTHANIZED,12/16/16,SCAN NO CHIP,SWEEP
A0895359,DOG,ALASKAN HUSKY,NOV,2016,NA,NA,LOST REPORT,11/23/16,LOST REPORT,12/6/16,SCAN CHIP,OVER THE COUNTER
A1004936,DOG,CHIHUAHUA SH,SEP,2017,3901,7,OWNER SURRENDER,9/9/17,TRANSFER,9/14/17,SCAN CHIP,OVER THE COUNTER
A0962101,DOG,PIT BULL,OCT,2016,6501,3,STRAY,10/28/16,EUTHANIZED,11/11/16,SCAN CHIP,OVER THE COUNTER
A0970956,DOG,SCHNAUZER MIN,DEC,2016,601,2,STRAY,12/27/16,ADOPTION,1/2/17,SCAN NO CHIP,FIELD
A1003404,CAT,DOMESTIC LH,JUL,2017,201,14,CONFISCATED,7/29/17,DEAD ON ARRIVAL,7/29/17,UNABLE TO SCAN,FIELD
A1008317,DOG,WELSH TERRIER,SEP,2017,7102,2,STRAY,9/13/17,RETURNED TO OWNER,9/18/17,SCAN NO CHIP,FIELD
A0989818,DOG,LABRADOR RETR,APR,2017,7821,13,STRAY,4/19/17,TRANSFER,5/10/17,UNABLE TO SCAN,FIELD
A0963455,DOG,GERM SHEPHERD,NOV,2016,9201,5,STRAY,11/6/16,EUTHANIZED,11/6/16,SCAN NO CHIP,OVER THE COUNTER
A0969977,DOG,CHIHUAHUA SH,DEC,2016,13105,11,OWNER SURRENDER,12/19/16,TRANSFER,12/22/16,SCAN NO CHIP,OVER THE COUNTER
A1009352,DOG,GERM SHEPHERD,SEP,2017,17004,8,STRAY,9/25/17,RETURNED TO OWNER,9/25/17,SCAN NO CHIP,SWEEP
A0992032,DOG,PIT BULL,MAY,2017,11800,5,STRAY,5/3/17,TRANSFER,5/20/17,SCAN NO CHIP,FIELD
A0961753,DOG,LABRADOR RETR,OCT,2016,7201,6,STRAY,10/26/16,EUTHANIZED,10/30/16,SCAN NO CHIP,FIELD
A0971669,DOG,CHIHUAHUA SH,JAN,2017,6301,4,STRAY,1/1/17,TRANSFER,1/17/17,SCAN NO CHIP,FIELD
A1008429,DOG,PIT BULL,SEP,2017,2400,2,OWNER SURRENDER,9/14/17,ADOPTION,9/26/17,SCAN NO CHIP,FIELD
A0989502,WILDLIFE,OPOSSUM,APR,2017,16510,3,WILDLIFE,4/18/17,EUTHANIZED,4/18/17,UNABLE TO SCAN,FIELD
A0972197,CAT,DOMESTIC SH,JAN,2017,31711,12,STRAY,1/5/17,EUTHANIZED,1/5/17,UNABLE TO SCAN,FIELD
A0999819,CAT,DOMESTIC SH,JUN,2017,10701,6,STRAY,6/26/17,EUTHANIZED,6/26/17,SCAN NO CHIP,OVER THE COUNTER
A0990194,CAT,DOMESTIC SH,APR,2017,11103,3,STRAY,4/22/17,ADOPTION,4/30/17,SCAN NO CHIP,FIELD
A0985218,DOG,GERM SHEPHERD,MAR,2017,6002,4,STRAY,3/17/17,TRANSFER,4/6/17,SCAN NO CHIP,OVER THE COUNTER
A0966487,DOG,GERM SHEPHERD,NOV,2016,11104,8,STRAY,11/26/16,ADOPTION,11/30/16,SCAN NO CHIP,OVER THE COUNTER
A0969290,DOG,CHIHUAHUA SH,DEC,2016,8500,5,STRAY,12/12/16,ADOPTION,12/19/16,SCAN NO CHIP,OVER THE COUNTER
A1000397,CAT,DOMESTIC MH,JUL,2017,6800,1,STRAY,7/1/17,TRANSFER,7/6/17,SCAN NO CHIP,OVER THE COUNTER
A1000120,DOG,BELG MALINOIS,JUN,2017,5100,1,STRAY,6/28/17,ADOPTION,7/6/17,SCAN NO CHIP,OVER THE COUNTER
A0970075,DOG,GREAT PYRENEES,DEC,2016,11702,5,OWNER SURRENDER,12/20/16,EUTHANIZED,12/20/16,SCAN NO CHIP,FIELD
A0965086,DOG,PIT BULL,MAR,2017,20500,6,OWNER SURRENDER,3/26/17,EUTHANIZED,4/10/17,SCAN CHIP,OVER THE COUNTER
A0986534,DOG,CHIHUAHUA LH,MAR,2017,10704,3,STRAY,3/27/17,TRANSFER,3/31/17,SCAN NO CHIP,FIELD
A0987033,DOG,GERM SHEPHERD,MAR,2017,12000,7,STRAY,3/30/17,RETURNED TO OWNER,3/30/17,SCAN NO CHIP,SWEEP
A0998129,DOG,AM PIT BULL TER,JUN,2017,10805,3,STRAY,6/12/17,EUTHANIZED,6/12/17,SCAN NO CHIP,OVER THE COUNTER
A1002752,DOG,PIT BULL,JUL,2017,4600,1,STRAY,7/23/17,ADOPTION,8/7/17,SCAN NO CHIP,FIELD
A0896938,DOG,REDBONE HOUND,FEB,2017,16701,8,STRAY,2/5/17,ADOPTION,2/20/17,SCAN CHIP,FIELD
A1001361,DOG,BEAGLE,JUL,2017,8801,4,STRAY,7/10/17,RETURNED TO OWNER,7/10/17,SCAN NO CHIP,SWEEP
A0993395,CAT,DOMESTIC SH,MAY,2017,6100,4,STRAY,5/14/17,EUTHANIZED,5/14/17,SCAN NO CHIP,FIELD
A0981823,DOG,CHIHUAHUA SH,FEB,2017,21636,12,OWNER SURRENDER,2/19/17,ADOPTION,2/26/17,SCAN NO CHIP,OVER THE COUNTER
A0959646,DOG,CHIHUAHUA SH,OCT,2016,10601,6,STRAY,10/12/16,EUTHANIZED,10/16/16,SCAN NO CHIP,SWEEP
A0974023,DOG,CHIHUAHUA SH,JAN,2017,9202,5,STRAY,1/18/17,TRANSFER,1/29/17,SCAN NO CHIP,FIELD
A0983408,DOG,CHIHUAHUA SH,MAR,2017,10500,6,OWNER SURRENDER,3/3/17,ADOPTION,3/8/17,SCAN NO CHIP,OVER THE COUNTER
A0959088,DOG,ALASKAN HUSKY,MAR,2017,1900,14,OWNER SURRENDER,3/31/17,TRANSFER,4/18/17,SCAN NO CHIP,OVER THE COUNTER
A1008307,DOG,BEAGLE,SEP,2017,8802,4,STRAY,9/13/17,TRANSFER,9/24/17,SCAN NO CHIP,SWEEP
A0962789,DOG,SIBERIAN HUSKY,NOV,2016,9202,5,STRAY,11/2/16,ADOPTION,11/6/16,SCAN NO CHIP,SWEEP
A1008420,DOG,POODLE MIN,SEP,2017,11200,8,STRAY,9/14/17,TRANSFER,9/18/17,SCAN NO CHIP,OVER THE COUNTER
A0980557,DOG,SCHNAUZER MIN,FEB,2017,5100,1,OWNER SURRENDER,2/11/17,TRANSFER,2/12/17,SCAN NO CHIP,OVER THE COUNTER
A1008515,DOG,GERM SHEPHERD,SEP,2017,980100,2,FOUND REPORT,9/15/17,OTHER,NA,SCAN NO CHIP,OVER THE COUNTER
A0962111,DOG,LABRADOR RETR,FEB,2017,20500,6,OWNER SURRENDER,2/18/17,ADOPTION,2/19/17,SCAN CHIP,OVER THE COUNTER
A1001654,DOG,AMER FOXHOUND,JUL,2017,1101,14,CONFISCATED,7/12/17,RETURNED TO OWNER,7/23/17,SCAN CHIP,OVER THE COUNTER
A0951867,CAT,DOMESTIC SH,OCT,2016,4500,1,OWNER SURRENDER,10/13/16,EUTHANIZED,10/18/16,SCAN CHIP,OVER THE COUNTER
A0969938,DOG,LABRADOR RETR,DEC,2016,11701,5,OWNER SURRENDER,12/19/16,ADOPTION,12/21/16,SCAN NO CHIP,OVER THE COUNTER
A0958439,DOG,YORKSHIRE TERR,OCT,2016,8704,4,STRAY,10/5/16,TRANSFER,10/19/16,SCAN NO CHIP,FIELD
A1006261,CAT,DOMESTIC SH,AUG,2017,6200,4,STRAY,8/24/17,TRANSFER,8/25/17,SCAN NO CHIP,FIELD
A0992063,DOG,BOXER,MAY,2017,8704,3,STRAY,5/4/17,EUTHANIZED,5/17/17,SCAN NO CHIP,FIELD
